Job ID,Company,Job Title,Level,Location,Employment Type,Job Function,Industries,Job Description,Posting Language,Working Language
3690707820,YSDS,Client Success Manager,Not Applicable,Helsinki Metropolitan Area,Full-time,"Business Development, Sales, and Customer Service","Transportation, Logistics, Supply Chain and Storage, Wholesale Import and Export, and Truck Transportation",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3690707820,English,"English, Finnish"
3713354603,Validia,Lähihoitaja määräaikaiseen työsuhteeseen,Entry level,"Turku, Southwest Finland, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713354603,Finnish,
3698090870,Ridge,EDC Content Manager,Mid-Senior level,Finland,Full-time,"Marketing, Public Relations, and Writing/Editing",Retail Apparel and Fashion,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3698090870,English,
3715154809,Silmäasema,"Optikko / optometristi, Silmäasema Riihimäki",Entry level,"Riihimäki, Tavastia Proper, Finland",Full-time,Health Care Provider,Consumer Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3715154809,Finnish,
3697144705,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3697144705,Finnish,
3714206597,The Hotel Maria,"Receptionist, The Hotel Maria",Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714206597,English,English
3710681994,SOL ☀,Tuotantotyöntekijä tuurauksiin,Entry level,"Rovaniemi, Lappi, Finland",Full-time,"Marketing, Public Relations, and Writing/Editing",Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710681994,Finnish,
3711880077,Nexer Recruit,SALES MANAGER TO BIESTERFELD NORDIC AB,Entry level,"Pargas, Southwest Finland, Finland",Full-time,Sales and Business Development,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711880077,English,"English, Finnish"
3708240783,Varner,"Myyjä Bik Bok (4h/vko), Lahti Trio",Mid-Senior level,"Lahti, Päijät-Häme, Finland",Full-time,Sales and Business Development,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708240783,Finnish,
3710016400,Synsam Group Finland Oy,Optikko/optometristi Synsam Ideapark Seinäjoki -liikkeeseen!,Entry level,"Seinäjoki, South Ostrobothnia, Finland",Full-time,Health Care Provider,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710016400,Finnish,"English, Finnish"
3642299281,Nigel Frank International,Project Manager,Mid-Senior level,Finland,Full-time,Project Management and Information Technology,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3642299281,English,
3687775121,Sokotel Oy,"Baarimestari, Ateljee Bar, Solo Sokos Hotel Torni",Not Applicable,"Helsinki, Uusimaa, Finland",Full-time,Management and Manufacturing,"Restaurants, Travel Arrangements, and Hospitality",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3687775121,Finnish,Finnish
3711955862,K-Auto,"Rengassesonkityöntekijä, K-Auto Hyvinkää",Not Applicable,"Hyvinkää, Uusimaa, Finland",Part-time,Sales and Business Development,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711955862,Finnish,
3630039962,DeRisk Technologies,Network Support Engineer (Data Center - On Demand model),Entry level,"Helsinki, Uusimaa, Finland",Full-time,Information Technology,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3630039962,English,English
3696391066,SOL ☀,Varastotyöntekijä Tampereelle,Entry level,"Tampere, Pirkanmaa, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696391066,Finnish,
3638483873,Tangent International,Electric Vehicle Charging Product Manager,Associate,"Helsinki, Uusimaa, Finland",Full-time,Sales and Business Development,IT Services and IT Consulting and Renewable Energy Semiconductor Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3638483873,English,English
3664573347,Adventure Club,"Open Application, Helsinki or Turku",Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Information Technology,Design Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664573347,English,
3685303203,Nordex Group,Commissioner - Finland,Mid-Senior level,Finland,Full-time,Other,Renewable Energy Equipment Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3685303203,English,English
3711513509,Lahden kaupunki / City of Lahti,Koulunkäynninohjaaja (3 kpl),Not Applicable,"Lahden Luukkola, Southern Savonia, Finland",Full-time,Other,Government Administration,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711513509,Finnish,
3712846760,Fujitsu,Customer Success Lead,Associate,Finland,Full-time,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712846760,Finnish,"English, Finnish"
3641775020,Silo AI,AI Scientist - Computer Vision,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3641775020,English,
3662625712,SOL ☀,Rakennustyöntekijä Pääkaupunkiseutu,Entry level,"Espoo, Uusimaa, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3662625712,Finnish,
3664571315,Teleste,Open Application to Teleste,Mid-Senior level,"Kaarina, Southwest Finland, Finland",Full-time,Information Technology,Telecommunications,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664571315,English,
3682917299,Nigel Frank International,UX/UI Designer,Entry level,"Helsinki, Uusimaa, Finland",Contract,"Design, Art/Creative, and Information Technology",Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3682917299,English,
3695983543,Midagon Finland,ICT Program Director,Mid-Senior level,"Uusimaa, Finland",Full-time,"Consulting, Project Management, and Information Technology",Business Consulting and Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3695983543,English,"English, Finnish"
3706418108,Synsam Group Finland Oy,Liikevastaava/myymäläpäällikkö Synsam Redi Helsinki,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Sales and Business Development,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706418108,Finnish,
3714046919,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714046919,Finnish,
3673080777,Cobblestone Energy,"JUNIOR DATA SCIENTIST - Dubai, UAE",Entry level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673080777,English,English
3664571337,IQM Quantum Computers,Internships at IQM,Internship,"Espoo, Uusimaa, Finland",Internship,Education and Training,Computer Hardware Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664571337,English,
3706418125,Synsam Group Finland Oy,Optikko/optometristi Synsam Itis Metro -liikkeeseen Helsinkiin!,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Health Care Provider,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706418125,Finnish,"English, Finnish"
3700665295,Sofigate,"Open Application, Finland",Not Applicable,"Oulu, North Ostrobothnia, Finland",Other,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3700665295,English,"English, Finnish"
3693704146,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693704146,English,"English, Finnish"
3712871390,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712871390,English,"English, Finnish"
3697941474,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3697941474,English,"English, Finnish"
3673078756,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673078756,English,"English, Finnish"
3673078757,Silo AI,AI Scientist - Machine Learning,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673078757,English,
3700259816,Turre Legal Oy,Legal Trainee,"Employment type
        

          Internship","Helsinki, Uusimaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3700259816,Finnish,
3696303083,InGame Recruitment Ltd,Data - Marketing Data Analyst,Mid-Senior level,Finland,Full-time,Analyst,Computer Games,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696303083,English,"English, Finnish"
3708900340,Kemira,Account Manager,Entry level,"Oulu, North Ostrobothnia, Finland",Full-time,Sales and Business Development,Chemical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708900340,Finnish,
3703649268,Wunder,Delivery Manager,"Employment type
        

          Full-time","Helsinki, Uusimaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3703649268,Finnish,English
3708939255,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708939255,Finnish,English
3713162232,EWOR,EdTech CEO & Founder at your own start-up (100 % remote) (m/f/d),Executive,Finland,Contract,Other,Venture Capital and Private Equity Principals,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713162232,English,
3684785150,Gradfuel,Apparel Materials Development - Fashion Internship - World Leading Sports Brand,Entry level,"Otaniemi, Uusimaa, Finland",Internship,Design,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684785150,English,English
3706764289,SOL ☀,REKRYTOINTI / HR-harjoittelija,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Human Resources,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706764289,Finnish,
3693857806,CTS Nordics AS,Project Director,Director,Helsinki Metropolitan Area,Full-time,Management,IT Services and IT Consulting and Construction,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693857806,English,English
3677967382,Linde,Open Application,Mid-Senior level,Finland,Full-time,Information Technology,Chemical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3677967382,English,
3657501718,FRG Technology Consulting,QA Engineer - Helsinki,Entry level,"Helsinki, Uusimaa, Finland",Contract,Engineering and Information Technology,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3657501718,English,"English, Finnish"
3688739863,SOL ☀,"Tuotantotyöntekijöitä, Nokia",Not Applicable,"Nokia, Pirkanmaa, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3688739863,Finnish,
3662369814,Canonical,Web Developer,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3662369814,English,
3656743968,Cobblestone Energy,"JUNIOR TRADER - Dubai, UAE",Entry level,"Helsinki, Uusimaa, Finland",Full-time,Finance and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3656743968,English,
3664571427,Prohoc,Open Application,Mid-Senior level,"Vaasa, Ostrobothnia, Finland",Full-time,Information Technology,Commercial and Service Industry Machinery Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664571427,English,"English, Finnish"
3709522983,Columbia Road,Sales Development Representative - Helsinki,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Sales and Business Development,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3709522983,English,"English, Finnish"
3675503658,Varjo,Open Application,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Information Technology,Computer Hardware,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3675503658,English,
3649913899,Gain.pro,Private Equity Intelligence Analyst – Nordics (Part-time / Internship),Not Applicable,Finland,Internship,Consulting,Business Consulting and Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3649913899,English,English
3696835629,Fazer,Ravintolapäälliköitä Fazer Café-ketjuun Helsingin keskustaan,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Management and Manufacturing,Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696835629,Finnish,"English, Finnish"
3693325358,Multitude,Financial Analyst - Acquisitions & Alliances,Mid-Senior level,Helsinki Metropolitan Area,Full-time,"Accounting/Auditing, Finance, and Analyst","IT Services and IT Consulting, Banking, and Financial Services",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693325358,English,English
3028739119,ICEYE,Senior Electronics Test Engineer,Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,Engineering and Information Technology,Aviation and Aerospace Component Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3028739119,English,"English, Finnish"
3712412722,Columbia Road,Experienced Marketing Technology & Growth consultant - Helsinki,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Consulting,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712412722,English,"English, Finnish"
3715327026,Mehiläinen,Hammashoitaja,Entry level,"Joensuu, Central Finland, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3715327026,Finnish,"English, Finnish"
3684760633,Gradfuel,Apparel Product Design - Fashion Internship - World Leading Sports Brand,Entry level,"Otaniemi, Uusimaa, Finland",Internship,Design,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684760633,English,English
3692543036,SOL ☀,Julkisivu- ja alumiiniasentaja,Not Applicable,"Espoo, Uusimaa, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3692543036,Finnish,
3714788416,ICEYE,"Senior Specialist, HRIS and Analytics",Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,Human Resources,Aviation and Aerospace Component Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714788416,English,"English, Finnish"
3708902465,Fazer,"Leipuri Fazer myymäläleipomoon, S-market Äänekoski",Entry level,"Äänekoski, Central Finland, Finland",Full-time,Management and Manufacturing,Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708902465,Finnish,Finnish
3663285317,Scandit,IT Operations Manager,Mid-Senior level,Finland,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3663285317,English,
3702010949,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3702010949,English,
3706530893,Paymentology,Global Head of Fraud,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Finance and Sales,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706530893,English,
3706795092,Evitec Ltd,Quality Assurance Engineer,"Employment type
        

          Full-time","Espoo, Uusimaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706795092,Finnish,"English, Finnish"
3686710363,Canonical,New Graduate HR Generalist,Mid-Senior level,"Helsinki, Uusimaa, Finland",Contract,Human Resources,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3686710363,English,
3707501669,Mehiläinen,Työterveyshoitaja,Mid-Senior level,Helsinki Metropolitan Area,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707501669,Finnish,
3693925480,Oy Maanterä Ab,Area Sales Manager,"Employment type
        

          Full-time","Pirkanmaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693925480,Finnish,
3664563305,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664563305,Finnish,
3711706218,SOL ☀,Pakkaaja teolliseen ympäristöön,Entry level,"Kerava, Uusimaa, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711706218,Finnish,Finnish
3641769073,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3641769073,Finnish,Finnish
3684312178,VertaaEnsin.fi,Managing Director of Telco - VertaaEnsin,Executive,"Helsinki, Uusimaa, Finland",Full-time,Business Development and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684312178,English,"English, Finnish"
3662251129,Midaxo,Customer Success Manager,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Customer Service,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3662251129,English,
3712898170,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712898170,English,
3705330828,Mehiläinen,Tiimiesihenkilö / Sairaanhoitaja,Mid-Senior level,"Rovaniemi, Lappi, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705330828,Finnish,
3656748178,Cobblestone Energy,"JUNIOR TRADER - Dubai, UAE",Entry level,"Espoo, Uusimaa, Finland",Full-time,Finance and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3656748178,English,
3694838931,ICEYE,Senior Design QA Engineer - Finland,Entry level,"Espoo, Uusimaa, Finland",Full-time,Engineering and Information Technology,Defense and Space Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3694838931,English,"English, Finnish"
3624918165,Aalto University,Open application for Aalto University,Mid-Senior level,"Otaniemi, Uusimaa, Finland",Full-time,Information Technology,Higher Education,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3624918165,English,"English, Finnish"
3693702295,SOL ☀,MIG/MAG-hitsaaja elo-syyskuuksi,Entry level,"Iitti, Päijät-Häme, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693702295,Finnish,
3688395927,ICEYE,Software Engineer,Entry level,"Espoo, Uusimaa, Finland",Full-time,Engineering and Information Technology,Aviation and Aerospace Component Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3688395927,English,"English, Finnish"
3709553821,London Drugs,Beauty Advisor,Mid-Senior level,"Helsinki, Uusimaa, Finland",Other,Management and Manufacturing,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3709553821,English,
3705736352,Rainmaker - Mahdollisuus menestyä,B2B-myyjäksi Valokuitunen Oy:lle,Not Applicable,"Oulu, North Ostrobothnia, Finland",Other,Other,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705736352,Finnish,
3696102572,Galton Voysey,Financial Controller,Director,"Helsinki, Uusimaa, Finland",Full-time,Finance,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696102572,English,English
3636090032,INTK,Digital Marketing Expert,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Marketing and Sales,"Online Audio and Video Media, Information Services, and Software Development",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3636090032,English,"English, Finnish"
3672835260,VertaaEnsin.fi,Managing Director of Broadband - VertaaEnsin,Executive,"Helsinki, Uusimaa, Finland",Full-time,Business Development and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3672835260,English,"English, Finnish"
3704026303,SOL ☀,Postinjakaja,Entry level,"Sotkamo, Kainuu, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3704026303,Finnish,Finnish
3710688447,SOL ☀,Kiinteistösihteeri,Not Applicable,"Vantaa, Uusimaa, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710688447,Finnish,"English, Finnish"
3692381380,Biisoni,"Tuotannonvarmistaja / Production Worker, Remeo Oy",Not Applicable,"Vantaa, Uusimaa, Finland",Other,"Marketing, Public Relations, and Writing/Editing",Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3692381380,Finnish,
3693935814,David Brown Santasalo,Sales Technician,"Employment type
        

          Full-time","Jyväskylä, Central Finland, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693935814,Finnish,"English, Finnish"
3697114312,Project Business Oy Finland,Controller,"Employment type
        

          Full-time","Lappeenranta, South Karelia, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3697114312,Finnish,
3707641034,SOL ☀,Rekrytointiassistentti,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Human Resources,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707641034,Finnish,"English, Finnish"
3484681418,ICEYE,Open Application,Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,Information Technology,Aviation and Aerospace Component Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3484681418,English,"English, Finnish"
3713641674,NVIDIA,Research Intern,Internship,"Helsinki, Uusimaa, Finland",Full-time,Other,"Computer Hardware Manufacturing, Software Development, and Computers and Electronics Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713641674,English,
3698474189,Rainmaker - Mahdollisuus menestyä,Myyjä- Valokuitunen Oy,Not Applicable,"Jämsä, Central Finland, Finland",Other,Sales and Business Development,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3698474189,Finnish,
3707149518,London Drugs,Photo Lab Specialist,Entry level,"Helsinki, Uusimaa, Finland",Other,"Research, Analyst, and Information Technology",Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707149518,English,
3706365132,SOL ☀,Kuorma-autonkuljettaja,Entry level,"Karjala, Northern Savonia, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706365132,Finnish,
3708202193,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708202193,Finnish,
3714811091,Sokotel Oy,"Tarjoilija, Solo Sokos Hotel Helsinki",Not Applicable,"Helsinki, Uusimaa, Finland",Part-time,Management and Manufacturing,"Restaurants, Travel Arrangements, and Hospitality",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714811091,Finnish,
3684736211,Gradfuel,Sportswear Product Development - University Placement - World Leading Brand,Entry level,"Otaniemi, Uusimaa, Finland",Internship,Design,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684736211,English,English
3712892120,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712892120,English,English
3707337945,4Service Company,Mystery Shopper,"Employment type
        

          Part-time",Finland,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707337945,English,
3712845029,Silmäasema,"Myyjä, Silmäasema Lappeenranta ja Imatra",Mid-Senior level,"Lappeenranta, South Karelia, Finland",Full-time,Sales and Business Development,Consumer Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712845029,Finnish,
3706782954,Ridge,Customer Experience Specialist,Entry level,Finland,Full-time,Other,Retail Apparel and Fashion,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706782954,English,English
3673681135,E.Leclerc,MECANICIEN EN CENTRE AUTO   - H/F,Entry level,"Aunes, South Ostrobothnia, Finland",Full-time,Management and Manufacturing,Retail Groceries,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673681135,,
3704028401,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3704028401,,
3711769849,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711769849,,
3695891723,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3695891723,,
3713133844,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713133844,,
3669384472,Mehiläinen,"Fysioterapeutti, Mainiokoti Emilia & Arvid ja Mainiokoti Jusolanlampi, Lohja",Entry level,"Lohja, Uusimaa, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3669384472,Finnish,
3709975836,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3709975836,Finnish,
3711878429,Luhta Sportswear Company,Myyjä-visualisti 32h/vko Luhta Brand Store Mylly,Mid-Senior level,"Raisio, Southwest Finland, Finland",Full-time,Sales and Business Development,Retail Apparel and Fashion,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711878429,Finnish,
3664524575,Huuva,Kokki / Cook - Jyväskylä,Mid-Senior level,"Jyväskylä, Central Finland, Finland",Full-time,Management and Manufacturing,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664524575,Finnish,English
3696565539,Scandic Hotels,Työharjoittelijoita Hilton Helsinki Airport,Entry level,"Vantaa, Uusimaa, Finland",Internship,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696565539,English,
3711878436,Validia,Kirjaamisvastaava sairaanhoitaja,Mid-Senior level,"Seinäjoki, South Ostrobothnia, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711878436,Finnish,
3684310311,VertaaEnsin.fi,Chief Revenue Officer - VertaaEnsin,Executive,"Helsinki, Uusimaa, Finland",Full-time,Marketing and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684310311,English,"English, Finnish"
3707358504,Tampere University,Researcher (Optics and Imaging - Crispy-project & 3D Media Group) / Tutkija (Optiikka ja kuvantaminen - Crispy-projekti & 3D Media Group),Mid-Senior level,"Tampere, Pirkanmaa, Finland",Full-time,"Research, Analyst, and Information Technology",Higher Education,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707358504,English,"English, Finnish"
3711950126,Espoon kaupunki - Esbo stad - City of Espoo,"Kieli- ja kulttuuriryhmien opettaja, Kuitinmäen koulu",Entry level,"Espoo, Uusimaa, Finland",Full-time,Education and Training,Government Administration,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711950126,Finnish,Finnish
3676179759,Columbia Road,Marketing Automation Consultant - Tampere,Mid-Senior level,"Tampere, Pirkanmaa, Finland",Full-time,Consulting,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3676179759,English,"English, Finnish"
3708931375,Lapland Hotels,"Vastaanottovirkailija, Lapland Hotels Oulu",Entry level,"Oulu, North Ostrobothnia, Finland",Full-time,Administrative,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708931375,Finnish,
3714792754,Colliers,Assistant Controller,Associate,"Helsinki, Uusimaa, Finland",Full-time,Finance,Real Estate,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714792754,Finnish,
3706416437,Synsam Group Finland Oy,Optikko/optometristi Synsam Kamppi -liikkeeseen Helsinkiin!,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Health Care Provider,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706416437,Finnish,"English, Finnish"
3698091317,Management Events,Content Project Manager,Entry level,Helsinki Metropolitan Area,Full-time,Project Management,Events Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3698091317,English,"English, Finnish"
3704077624,Canonical,Visual UI Designer,Entry level,"Helsinki, Uusimaa, Finland",Full-time,"Design, Art/Creative, and Information Technology","Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3704077624,English,
3698302266,Digitoimisto Raju Oy,Sales And Marketing Specialist,"Employment type
        

          Full-time",Tampere Metropolitan Area,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3698302266,Finnish,
3697116475,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3697116475,Finnish,
3710635325,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710635325,Finnish,
